price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna,price(NGN),price(millions_NGN),log_price_millions_NGN
"830,000,000",5-bedroom detached duplex,Osapa,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,4 months ago,https://cwlagos.com/property/5-bedroom-detached-duplex-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830000000.0,830.0,6.721425700790643
"NGN GNGN  2,200,000,000",5 Bedroom Fully Detached House with 2 BQs,Osapa,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-house-with-2-bqs/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,2200000000.0,2200.0,7.696212639346407
"NGN GNGN  490,000,000",5 Bedroom Fully Detached Duplex with BQ,Osapa,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,,,,,,,,,,490000000.0,490.0,6.194405391104672
"NGN GNGN  380,000,000",Brand New 5 Bedroom Detached Duplex with BQ,Osapa,Sale,sale,Detached,5.0,5.0,,10 months ago,https://cwlagos.com/property/brand-new-5-bedroom-detached-duplex-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,,380000000.0,380.0,5.940171252720432
"NGN GNGN  550,000,000",Brand New 5 Bedroom Fully Detached Duplex with BQ,Osapa,Sale,sale,Detached,5.0,5.0,,10 months ago,https://cwlagos.com/property/brand-new-5-bedroom-fully-detached-duplex-with-bq-3/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,550000000.0,550.0,6.309918278226516
"NGN GNGN  265,000,000",4 Bedroom Terraced Duplex,Osapa,Sale,sale,Terraced,4.0,4.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/4-bedroom-terraced-duplex-2/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,True,True,,,,,,,,,265000000.0,265.0,5.579729825986222
"NGN GNGN  350,000,000",5 Bedroom Duplex with a BQ sitting on 380sqm,Osapa,Sale,sale,Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/5-bedroom-duplex-with-a-bq-sitting-on-380sqm/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,,,,,,True,,,350000000.0,350.0,5.857933154483459
"NGN GNGN  185,000,000",3 Bedroom Apartment with BQ,Osapa,Sale,sale,Apartment,3.0,3.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,185000000.0,185.0,5.220355825078324
"NGN GNGN  185,000,000",3 Bedroom Apartment with BQ,Osapa,Sale,sale,Apartment,3.0,3.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,185000000.0,185.0,5.220355825078324
"NGN GNGN  265,000,000",4 Bedroom Terraced Duplex,Osapa,Sale,sale,Terraced,4.0,4.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/4-bedroom-terraced-duplex-2/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,True,True,,,,,,,,,265000000.0,265.0,5.579729825986222
"NGN GNGN  550,000,000",Brand New 5 Bedroom Fully Detached Duplex with BQ,Osapa,Sale,sale,Detached,5.0,5.0,,10 months ago,https://cwlagos.com/property/brand-new-5-bedroom-fully-detached-duplex-with-bq-3/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,550000000.0,550.0,6.309918278226516
"200,000,000",4-Bedroom Semi-Detached Duplex with BQ,Osapa,Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-7/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000.0,200.0,5.298317366548036
"NGN GNGN  2,200,000,000",5 Bedroom Fully Detached House with 2 BQs,Osapa,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-house-with-2-bqs/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,2200000000.0,2200.0,7.696212639346407
"NGN GNGN  490,000,000",5 Bedroom Fully Detached Duplex with BQ,Osapa,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,,,,,,,,,,490000000.0,490.0,6.194405391104672
"NGN GNGN 450,000,000",2-Bedroom Apartment | Oniru,VI,Sale,sale,Apartment,2.0,2.0,admin-cw,4 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-oniru-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000000.0,450.0,6.1092475827643655
"NGN GNGN 250,000,000","2-BED APARTMENT – ONIRU, VICTORIA ISLAND",VI,Sale,sale,Apartment,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/2-bed-apartment-oniru-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000000.0,250.0,5.521460917862246
"NGN GNGN 20,000,000",3-BED APARTMENT+BQ –VICTORIA ISLAND,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bed-apartmentbq-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,20.0,2.995732273553991
"NGN GNGN 3,000,000",3 & 4-BED FURNISHED APARTMENTS— VICTORIA ISLAND,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-4-bed-furnished-apartments-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3.0,1.0986122886681098
"NGN GNGN 25,000,000",3-BED FURNISHED APARTMENT— VICTORIA ISLAND,VI,Sale,rent,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bed-furnished-apartment-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN 30,000,000",3 BEDROOM APARTMENT- VI,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bedroom-apartment-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,30.0,3.4011973816621555
1953139.5,BARE LAND | EKO ATLANTIC CITY VI,VI,Sale,sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/bare-land-eko-atlantic-city-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,2122,,,,,,,1953139.5,1.9531395,0.6694380779150715
"NGN GNGN 50,000,000",4-Bedroom Penthouse— Victoria Island (VI),VI,Rent,rent,Penthouse,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bedroom-penthouse-victoria-island-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,50.0,3.912023005428146
"NGN GNGN 4,800,000,000","DIRECT PLOTS OF LAND | EKO ATLANTIC, VI",VI,Sale,sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/direct-plots-of-land-eko-atlantic-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,,,,,,4800000000.0,4800.0,8.476371196895983
"NGN GNGN 550,000,000",3 BEDROOM APARTMENT- VI,VI,Sale,sale,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bedroom-apartment-vi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000000.0,550.0,6.309918278226516
"NGN GNGN 30,000,000",4-Bedroom Terrace in Victoria Island,VI,Rent,rent,Terraced,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,30.0,3.4011973816621555
"NGN GNGN 60,000,000",3-BED FURNISHED APARTMENT — VICTORIA ISLAND,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bed-furnished-apartment-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,60.0,4.0943445622221
"NGN GNGN 2,500,000",Land Measuring 2500sqm in Victoria Island,VI,Joint Venture,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-2500sqm-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,2500000.0,2.5,0.9162907318741551
"NGN GNGN 50,000,000",3 BEDROOM APARTMENT+BQ- VI,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bedroom-apartmentbq-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,50.0,3.912023005428146
"NGN GNGN 8,500,000,000",Land Measuring 4000sqm in VI,VI,Sale,sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-4000sqm-in-vi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,8500000000.0,8500.0,9.047821442478408
"NGN GNGN 3,000,000,000",Land Measuring 1510sqm in VI,VI,Sale,sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-1510sqm-in-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,,,,,,,3000000000.0,3000.0,8.006367567650246
"NGN GNGN 13,000,000",14 UNITS OF 3-BED APARTMENTS – VICTORIA ISLAND,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/14-units-of-3-bed-apartments-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,13.0,2.5649493574615367
"NGN GNGN 260,000,000",Land Measuring 4400sqm in VI,VI,Rent,rent,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-4400sqm-in-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,,,,,,,260000000.0,260.0,5.560681631015528
"NGN GNGN 15,000,000",16 Units of 3-Bedroom Apartments+ BQ- VI,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/16-units-of-3-bedroom-apartments-bq-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,15.0,2.70805020110221
"NGN GNGN 550,000,000",4-BED SEMI-DETACHED DUPLEX+2 BQs – ONIRU,VI,Sale,sale,Semi Detached,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-semi-detached-duplex2-bqs-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000000.0,550.0,6.309918278226516
"NGN GNGN 35,000,000",3-BED APARTMENT+BQ – VICTORIA ISLAND,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bed-apartmentbq-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,35.0,3.5553480614894135
"NGN GNGN 40,000,000",3-BEDROOM TERRACE – VICTORIA ISLAND,VI,Rent,rent,Terraced,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bedroom-terrace-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40.0,3.6888794541139363
2604186000.0,3-BED PENTHOUSE APARTMENT | VI,VI,Sale,sale,Penthouse,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bed-penthouse-apartment-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604186000.0,2604.186,7.86487542934899
"NGN GNGN 305,000,000","2-BED APARTMENT– ONIRU, VICTORIA ISLAND",VI,Sale,sale,Apartment,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/2-bed-apartment-oniru-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305000000.0,305.0,5.720311776607412
"NGN GNGN 25,000,000",3-Bedroom Apartment– Victoria Island,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN 8,000,000,000",Land Measuring 5146sqm in Victoria Island,VI,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-5146sqm-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,5146,,,,,,,8000000000.0,8000.0,8.987196820661973
"NGN GNGN 7,000,000",Commercial Space Measuring 100sqm in Victoria Island,VI,commercial,,Commercial Space,,,admin-cw,4 months ago,https://cwlagos.com/property/commercial-space-measuring-100sqm-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,7.0,1.9459101490553132
"NGN GNGN 45,000,000","5-Bedroom Duplex in Oniru, VI",VI,Rent,rent,Detached,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-duplex-in-oniru-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0,45.0,3.8066624897703196
"2,500,000",Land measuring 500sqm in a strategic location,VI,Sale,sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-500sqm-in-a-strategic-location/,,,,,,,,,,,,,,,,,,,,,,,,,,,500sqm,,,,,,,2500000.0,2.5,0.9162907318741551
"NGN GNGN 50,000,000",DETACHED HOUSE WITH BUNGALOW- VI,VI,Rent,rent,Bungalow,4.0,4.0,admin-cw,2 weeks ago,https://cwlagos.com/property/detached-house-with-bungalow-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,50.0,3.912023005428146
21701550000.0,PURPOSE-BUILT HOSPITAL – ONIRU,VI,commercial,sale,Commercial Space,,,admin-cw,1 month ago,https://cwlagos.com/property/purpose-built-hospital-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21701550000.0,21701.55,9.98513896554908
"NGN GNGN 700,000,000",4-BEDROOM TERRACE — VICTORIA ISLAND,VI,Sale,sale,Terraced,4.0,4.0,admin-cw,4 weeks ago,https://cwlagos.com/property/4-bedroom-terrace-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000000.0,700.0,6.551080335043404
"NGN GNGN 100,000,000",1200sqm Bareland- VI,VI,Rent,rent,Commercial Space,,,admin-cw,2 weeks ago,https://cwlagos.com/property/1200sqm-bareland-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,100000000.0,100.0,4.605170185988092
36169250000.0,Waterfront Land- Victoria Island,VI,Sale,sale,,,,admin-cw,6 days ago,https://cwlagos.com/property/waterfront-land-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,36169250000.0,36169.25,10.49596458931507
"NGN GNGN 450,000,000",NEW DEVELOPMENT APARTMENTS IN VICTORIA ISLAND,VI,Sale,sale,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/new-development-apartments-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000000.0,450.0,6.1092475827643655
"NGN GNGN 25,000,000","22,000sqm Bareland in Victoria Island",VI,Sale,sale,,,,admin-cw,6 days ago,https://cwlagos.com/property/22000sqm-bareland-in-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,,,,,,,25000000.0,25.0,3.2188758248682006
52083720000.0,Prime Bareland- Victoria Island,VI,Sale,sale,,,,admin-cw,6 days ago,https://cwlagos.com/property/prime-bareland-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,52083720000.0,52083.72,10.86060770290298
"NGN GNGN 450,000,000",2-Bed Apartment & 4-Bed Penthouse+BQ-VI,VI,Sale,sale,Apartment,2.0,2.0,admin-cw,1 week ago,https://cwlagos.com/property/2-bed-apartment-4-bed-penthousebq-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000000.0,450.0,6.1092475827643655
"NGN GNGN 40,000,000",4-BED SEMI-DETACHED HOUSE +BQ- VI,VI,Rent,rent,Semi Detached,4.0,4.0,admin-cw,1 week ago,https://cwlagos.com/property/4-bed-semi-detached-house-bq-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40.0,3.6888794541139363
"NGN GNGN 45,000,000",3-BEDROOM APARTMENT+BQ- VI,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,1 week ago,https://cwlagos.com/property/3-bedroom-apartmentbq-vi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0,45.0,3.8066624897703196
"NGN GNGN 30,000,000",4-BEDROOM TERRACE DUPLEX- VI,VI,Rent,rent,Terraced,4.0,4.0,admin-cw,1 week ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,30.0,3.4011973816621555
"NGN GNGN 45,000,000",4-BEDROOM APARTMENT-VI,VI,Rent,rent,Apartment,4.0,4.0,admin-cw,2 weeks ago,https://cwlagos.com/property/4-bedroom-apartment-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0,45.0,3.8066624897703196
"NGN GNGN 16,000,000",3 Bedroom Bungalow –Victoria Island,VI,Rent,rent,Bungalow,,,admin-cw,4 days ago,https://cwlagos.com/property/3-bedroom-bungalow-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,16.0,2.772588722239781
"NGN GNGN 60,000,000",3-BEDROOM APARTMENT- VI,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-apartment-vi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,60.0,4.0943445622221
"50,000,000",Spacious 5-Bedroom Detached House with Driveway,VI,Rent,rent,Detached,5.0,5.0,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/spacious-5-bedroom-detached-house-with-driveway/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,50.0,3.912023005428146
"NGN GNGN 20,000,000",3-BEDROOM APARTMENT- VI,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,2 weeks ago,https://cwlagos.com/property/3-bedroom-apartment-vi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,20.0,2.995732273553991
"NGN GNGN 250,000,000",2 BEDROOM APARTMENT | VICTORIA ISLAND,VI,Sale,sale,Apartment,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/2-bedroom-apartment-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000000.0,250.0,5.521460917862246
"NGN GNGN 80,000,000",Commercial Property (1200sqm)- VI,VI,commercial,rent,,,,admin-cw,1 day ago,https://cwlagos.com/property/commercial-property-1200sqm-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,80000000.0,80.0,4.382026634673881
"NGN GNGN 2,300,000,000",PRE-PILLED 950SQM PLOT | VICTORIA ISLAND,VI,Sale,sale,,,,admin-cw,2 weeks ago,https://cwlagos.com/property/pre-pilled-950sqm-plot-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,2300000000.0,2300.0,7.7406644019172415
"NGN GNGN 286,000,000",Off-Plan Apartments- Oniru,VI,Sale,,Apartment,2.0,2.0,admin-cw,1 month ago,https://cwlagos.com/property/off-plan-apartments-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286000000.0,286.0,5.655991810819852
"NGN GNGN 600,000,000",3-Bedroom Apartment+BQ| Victoria Island,VI,Sale,sale,Apartment,3.0,3.0,admin-cw,4 weeks ago,https://cwlagos.com/property/3-bedroom-apartmentbq-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000.0,600.0,6.396929655216146
"NGN GNGN 12,000,000",3-Bedroom Maisonette | Oniru,VI,Rent,rent,Maisonette,3.0,3.0,admin-cw,4 weeks ago,https://cwlagos.com/property/3-bedroom-maisonette-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,12.0,2.4849066497880004
"NGN GNGN 630,000,000",3-Bedroom Apartment+BQ | Victoria Island,VI,Sale,sale,Apartment,3.0,3.0,admin-cw,4 weeks ago,https://cwlagos.com/property/3-bedroom-apartmentbq-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630000000.0,630.0,6.4457198193855785
"NGN GNGN 35,000,000",4 BEDROOM TERRACE+BQ ||VICTORIA ISLAND,VI,Rent,rent,Terraced,4.0,4.0,admin-cw,4 weeks ago,https://cwlagos.com/property/4-bedroom-terracebq-victoria-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,35.0,3.5553480614894135
"NGN GNGN 27,000,000",2 & 3 Bedroom Apartments| VI,VI,Rent,rent,Apartment,2.0,2.0,admin-cw,4 weeks ago,https://cwlagos.com/property/2-3-bedroom-apartments-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,27.0,3.295836866004329
"NGN GNGN 20,000,000",3-BEDROOM APARTMENT — VICTORIA ISLAND,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,4 weeks ago,https://cwlagos.com/property/3-bedroom-apartment-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,20.0,2.995732273553991
"NGN GNGN 2,600,000,000",Land Measuring 1026sqm in VI,VI,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-1026sqm-in-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600000000.0,2600.0,7.8632667240095735
"NGN GNGN 12,000,000",3-BEDROOM FLAT+BQ — ONIRU,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,4 weeks ago,https://cwlagos.com/property/3-bedroom-flatbq-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,12.0,2.4849066497880004
"NGN GNGN 14,000,000",3 BED FURNISHED APARTMENT- VI,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bed-furnished-apartment-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000000.0,14.0,2.6390573296152584
"NGN GNGN 150,000,000",Commercial property- VI,VI,commercial,rent,,,,admin-cw,1 day ago,https://cwlagos.com/property/commercial-property-vi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,,,150000000.0,150.0,5.0106352940962555
"NGN GNGN 150,000,000",COMMERCIAL WATERFRONT PROPERTY – VI,VI,Rent,rent,Detached,6.0,6.0,admin-cw,4 weeks ago,https://cwlagos.com/property/commercial-waterfront-property-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000000.0,150.0,5.0106352940962555
"NGN GNGN 20,000,000",6 UNITS OF 5-BED SEMI-DETACHED DUPLEX | VI,VI,Rent,rent,Semi Detached,5.0,5.0,admin-cw,4 weeks ago,https://cwlagos.com/property/6-units-of-5-bed-semi-detached-duplex-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,20.0,2.995732273553991
"NGN GNGN 28,000,000",3-Bedroom Apartment+BQ in Victoria Island,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartmentbq-in-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000000.0,28.0,3.332204510175204
"NGN GNGN 1,000,000,000",4-BEDROOM TERRACE| VICTORIA ISLAND,VI,Sale,sale,Terraced,4.0,4.0,admin-cw,2 weeks ago,https://cwlagos.com/property/4-bedroom-terrace-victoria-island-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000.0,1000.0,6.907755278982137
"NGN GNGN 27,000,000",2-BEDROOM APARTMENT| VICTORIA ISLAND,VI,Rent,rent,Apartment,2.0,2.0,admin-cw,2 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-victoria-island-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,27.0,3.295836866004329
249235067.9,NEW DEVELOPMENT APARTMENTS- VI,VI,Sale,sale,Apartment,1.0,1.0,admin-cw,2 weeks ago,https://cwlagos.com/property/new-development-apartments-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249235067.9,249.23506790000002,5.518396498923011
"NGN GNGN 35,000,000",COMMERCIAL PROPERTY— VI,VI,commercial,rent,Commercial Space,,,admin-cw,3 weeks ago,https://cwlagos.com/property/commercial-property-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,35.0,3.5553480614894135
"NGN GNGN 250,000,000",Land Measuring 4000sqm in VI,VI,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-4000sqm-in-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000000.0,250.0,5.521460917862246
"NGN GNGN 35,000,000",3 Bedroom Apartment with BQ in VI,VI,Rent,rent,Apartment,3.0,3.0,admin-cw,4 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq-in-vi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,35.0,3.5553480614894135
"NGN GNGN 550,000,000",4-BED SEMI-DETACHED DUPLEX+2 BQs – ONIRU,VI,Sale,sale,Semi Detached,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-semi-detached-duplex2-bqs-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000000.0,550.0,6.309918278226516
"NGN GNGN 450,000,000",2-Bedroom Apartment | Oniru,VI,Sale,sale,Apartment,2.0,2.0,admin-cw,4 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-oniru-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000000.0,450.0,6.1092475827643655
"NGN GNGN 65,000,000",1800sqm Commercial Space in VI,VI,commercial,rent,Detached,,,admin-cw,4 months ago,https://cwlagos.com/property/1800sqm-commercial-space-in-vi/,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000000.0,65.0,4.174387269895637
"NGN GNGN 12,000,000",3-Bedroom Maisonette | Oniru,VI,Rent,rent,Maisonette,3.0,3.0,admin-cw,4 weeks ago,https://cwlagos.com/property/3-bedroom-maisonette-oniru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,12.0,2.4849066497880004
